loan_id,no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
2320,2,Graduate,1,1900000,6500000,192,887,1700000,Approved
2321,1,Graduate,0,2100000,6300000,192,882,2900000,Approved
2322,1,Not Graduate,1,3900000,8700000,96,817,2100000,Approved
2323,5,Not Graduate,1,200000,300000,120,704,200000,Approved
2324,1,Not Graduate,1,1900000,4500000,144,742,1200000,Approved
2325,0,Not Graduate,1,3200000,11600000,48,393,3100000,Approved
2326,0,Not Graduate,0,1100000,4300000,216,828,900000,Approved
2327,5,Graduate,1,8000000,21500000,144,779,10400000,Approved
2328,4,Graduate,1,6100000,21700000,72,860,5600000,Approved
2329,5,Graduate,0,3200000,10600000,24,432,3700000,Approved
2330,4,Graduate,1,9000000,30400000,240,532,13100000,Rejected
2331,0,Not Graduate,1,1200000,3200000,24,678,900000,Approved
2332,3,Graduate,0,7900000,27000000,72,601,11500000,Approved
2333,3,Graduate,1,7700000,23100000,96,807,7000000,Approved
2334,2,Not Graduate,0,4400000,16500000,192,879,5400000,Approved
2335,1,Not Graduate,0,3100000,11200000,216,665,2500000,Approved
2336,5,Not Graduate,1,2600000,9300000,192,697,3700000,Approved
2337,4,Graduate,0,5500000,21700000,168,867,3100000,Approved
2338,1,Graduate,0,5700000,15500000,96,544,7000000,Rejected
2339,5,Graduate,0,6100000,20700000,240,482,5900000,Rejected
2340,2,Graduate,0,8200000,22500000,216,857,8400000,Approved
2341,1,Graduate,0,6000000,21200000,144,549,6200000,Rejected
2342,1,Graduate,1,8000000,30600000,120,720,9700000,Approved
2343,4,Not Graduate,0,2000000,4800000,96,302,2600000,Rejected
2344,5,Graduate,1,1300000,2900000,144,669,1800000,Approved
2345,1,Graduate,0,7000000,27100000,72,591,4900000,Approved
2346,3,Graduate,0,4100000,15300000,72,440,2000000,Rejected
2347,3,Graduate,0,8000000,26200000,192,890,4000000,Approved
2348,4,Not Graduate,0,8100000,28000000,96,663,5500000,Approved
2349,4,Graduate,1,9500000,22600000,168,433,13400000,Rejected
2350,0,Graduate,0,9200000,22500000,120,317,10700000,Rejected
2351,2,Graduate,0,3900000,14700000,192,360,2900000,Rejected
2352,1,Graduate,0,9100000,26200000,96,727,8900000,Approved
2353,3,Graduate,1,3000000,8300000,48,685,3800000,Approved
2354,4,Graduate,0,2000000,4300000,96,373,2200000,Rejected
2355,5,Graduate,0,6300000,14600000,96,469,3800000,Rejected
2356,3,Not Graduate,1,4100000,10900000,96,548,4300000,Rejected
2357,0,Not Graduate,0,9800000,29400000,240,618,8300000,Approved
2358,2,Graduate,0,5200000,15400000,96,658,3200000,Approved
2359,3,Graduate,0,7600000,28700000,216,781,8000000,Approved
2360,3,Not Graduate,0,9200000,35500000,24,715,11700000,Approved
2361,5,Not Graduate,0,2200000,8100000,48,409,2400000,Rejected
2362,2,Not Graduate,1,8300000,20600000,120,504,6700000,Rejected
2363,3,Graduate,1,6100000,21600000,192,428,7200000,Rejected
2364,2,Graduate,0,4500000,16600000,240,704,2400000,Approved
2365,3,Not Graduate,0,6600000,18800000,144,834,4800000,Approved
2366,4,Not Graduate,0,8900000,34900000,168,694,9100000,Approved
2367,4,Graduate,1,3900000,13300000,240,453,4700000,Rejected
2368,3,Graduate,1,8900000,35400000,168,404,5900000,Rejected
2369,5,Not Graduate,0,6400000,22300000,144,776,5800000,Approved
2370,1,Not Graduate,1,9500000,28700000,192,526,6600000,Rejected
2371,3,Graduate,1,300000,1000000,96,641,200000,Approved
2372,5,Not Graduate,0,4100000,12300000,72,582,3500000,Approved
2373,2,Graduate,0,8100000,20800000,216,778,10600000,Approved
2374,4,Graduate,0,9900000,28400000,120,763,5800000,Approved
2375,0,Not Graduate,0,4800000,19000000,144,650,4800000,Approved
2376,0,Graduate,1,2900000,9700000,24,820,3900000,Approved
2377,1,Not Graduate,1,3500000,13500000,144,824,4100000,Approved
2378,1,Not Graduate,1,4900000,12600000,48,718,3800000,Approved
2379,2,Not Graduate,1,5100000,13300000,168,313,3900000,Rejected
2380,5,Graduate,0,7300000,26200000,120,751,10400000,Approved
2381,0,Graduate,1,200000,300000,216,520,100000,Rejected
2382,2,Graduate,0,1400000,4700000,48,355,1400000,Approved
2383,3,Graduate,1,8700000,33600000,168,314,6200000,Rejected
2384,1,Not Graduate,1,2800000,5900000,240,728,1400000,Approved
2385,3,Graduate,1,9100000,30100000,168,564,8200000,Approved
2386,0,Not Graduate,1,6800000,15300000,168,699,8300000,Approved
2387,0,Not Graduate,1,5000000,17000000,72,624,5900000,Approved
2388,0,Graduate,1,4400000,16800000,168,795,3400000,Approved
2389,5,Not Graduate,1,8400000,18600000,240,703,9500000,Approved
2390,4,Graduate,0,7800000,17300000,48,394,7200000,Rejected
2391,4,Graduate,1,4800000,9900000,168,779,2900000,Approved
2392,1,Graduate,0,3200000,8800000,48,405,3400000,Rejected
2393,5,Graduate,1,2300000,6700000,192,612,2000000,Approved
2394,5,Not Graduate,1,9200000,28100000,120,448,10700000,Rejected
2395,2,Not Graduate,1,4700000,13700000,72,506,3500000,Rejected
2396,0,Not Graduate,1,8000000,30400000,24,776,7800000,Approved
2397,1,Graduate,1,2600000,8600000,72,730,3100000,Approved
2398,3,Not Graduate,0,200000,800000,240,730,300000,Approved
2399,5,Graduate,0,7300000,17200000,24,345,4900000,Rejected
2400,4,Not Graduate,0,3300000,11800000,24,847,3000000,Approved
2401,4,Not Graduate,0,8300000,23300000,240,398,9900000,Rejected
2402,5,Not Graduate,1,4100000,9600000,24,307,3100000,Rejected
2403,1,Not Graduate,0,7300000,23700000,192,852,8500000,Approved
2404,1,Not Graduate,0,9300000,27500000,72,364,10800000,Rejected
2405,2,Graduate,1,4300000,15200000,144,552,4800000,Approved
2406,3,Not Graduate,0,2600000,8100000,24,421,2500000,Approved
2407,5,Graduate,0,2900000,9800000,144,588,2900000,Approved
2408,2,Graduate,1,900000,3500000,72,763,600000,Approved
2409,3,Not Graduate,1,4900000,17500000,240,823,4800000,Approved
2410,0,Graduate,0,7700000,24800000,120,642,4500000,Approved
2411,1,Graduate,0,4700000,16800000,144,647,3400000,Approved
2412,5,Not Graduate,0,3000000,8900000,240,886,2800000,Approved
2413,4,Not Graduate,0,9700000,26200000,48,518,14000000,Rejected
2414,0,Graduate,1,6900000,26800000,240,515,8300000,Rejected
2415,2,Not Graduate,1,3800000,12400000,96,340,2600000,Rejected
2416,3,Not Graduate,1,600000,1700000,168,521,600000,Rejected
2417,2,Not Graduate,1,1200000,2900000,144,330,600000,Rejected
2418,4,Not Graduate,1,7800000,26800000,24,474,5600000,Approved
2419,0,Not Graduate,0,9000000,35100000,72,898,9100000,Approved
2420,1,Not Graduate,0,2800000,9100000,144,436,3600000,Rejected
2421,1,Not Graduate,0,7800000,21300000,120,326,4500000,Rejected
2422,4,Graduate,1,4700000,9500000,216,876,4100000,Approved
2423,2,Graduate,0,4600000,17500000,240,597,4100000,Approved
2424,4,Graduate,0,5100000,16100000,168,436,6700000,Rejected
2425,3,Not Graduate,1,6100000,22800000,216,640,6000000,Approved
2426,0,Not Graduate,0,6000000,22900000,192,302,7100000,Rejected
2427,2,Not Graduate,0,8400000,23200000,192,476,8600000,Rejected
2428,2,Graduate,0,9300000,22000000,168,393,13900000,Rejected
2429,0,Graduate,0,4200000,10300000,120,506,6000000,Rejected
2430,3,Graduate,0,9600000,37800000,120,418,11300000,Rejected
2431,3,Graduate,0,5600000,13400000,72,865,6000000,Approved
2432,4,Graduate,0,7800000,28600000,24,703,10500000,Approved
2433,2,Graduate,1,4500000,12600000,24,568,2900000,Approved
2434,3,Graduate,0,2400000,5900000,24,425,2500000,Rejected
2435,0,Not Graduate,0,3900000,11300000,144,305,2100000,Rejected
2436,5,Graduate,1,9600000,20600000,72,456,11600000,Rejected
2437,4,Not Graduate,0,900000,2600000,24,602,1000000,Approved
2438,3,Graduate,1,1100000,3800000,240,814,1100000,Approved
2439,4,Not Graduate,0,6400000,24900000,24,640,6300000,Approved
2440,2,Graduate,0,4600000,15000000,48,817,6600000,Approved
2441,4,Graduate,0,7600000,29800000,240,361,5900000,Rejected
2442,5,Not Graduate,0,6800000,20100000,168,839,7500000,Approved
2443,5,Graduate,0,7100000,27000000,240,592,7600000,Approved
2444,4,Not Graduate,1,6700000,24700000,72,498,8400000,Rejected
2445,5,Not Graduate,1,5800000,12400000,72,847,7600000,Approved
2446,0,Graduate,1,8600000,29400000,192,643,12300000,Approved
2447,0,Graduate,1,3500000,10600000,48,389,2500000,Approved
2448,2,Graduate,1,4800000,17500000,240,381,7000000,Rejected
2449,5,Graduate,1,6100000,14400000,192,400,5600000,Rejected
2450,5,Graduate,1,5200000,12700000,192,718,7200000,Approved
2451,5,Not Graduate,1,4100000,12400000,96,309,3300000,Rejected
2452,5,Not Graduate,0,3200000,7400000,24,838,3600000,Approved
2453,3,Not Graduate,1,7500000,21600000,168,678,11200000,Approved
2454,2,Not Graduate,1,1500000,4500000,168,826,1600000,Approved
2455,4,Graduate,1,1200000,3100000,192,348,1700000,Rejected
2456,1,Graduate,1,8400000,19700000,72,476,12100000,Rejected
2457,0,Not Graduate,1,7900000,26300000,96,666,11800000,Approved
2458,1,Graduate,1,2100000,4300000,240,896,2300000,Approved
2459,2,Graduate,0,2500000,7000000,240,547,2300000,Rejected
2460,2,Not Graduate,1,3700000,13900000,24,405,5500000,Approved
2461,5,Graduate,0,1100000,4000000,192,498,700000,Rejected
2462,5,Graduate,0,6500000,24800000,96,779,8800000,Approved
2463,0,Not Graduate,1,8200000,31500000,96,403,6100000,Rejected
2464,2,Not Graduate,0,5000000,12400000,96,709,4200000,Approved
2465,1,Not Graduate,0,1500000,6000000,72,507,1900000,Rejected
2466,5,Not Graduate,0,3700000,9100000,216,368,3300000,Rejected
2467,3,Graduate,1,4100000,14600000,192,760,3000000,Approved
2468,2,Not Graduate,0,7200000,16800000,72,796,9800000,Approved
2469,1,Graduate,0,2000000,5000000,72,876,1500000,Approved
2470,3,Not Graduate,0,2000000,4700000,168,673,1500000,Approved
2471,1,Graduate,1,5100000,11500000,48,747,7000000,Approved
2472,1,Not Graduate,0,6000000,13600000,144,589,7100000,Approved
2473,1,Graduate,0,4900000,18100000,96,382,2400000,Rejected
2474,3,Not Graduate,1,900000,2300000,144,900,1100000,Approved
2475,1,Graduate,1,7500000,25000000,216,628,4700000,Approved
2476,2,Graduate,0,6400000,25000000,144,667,5400000,Approved
2477,2,Graduate,1,8700000,26400000,24,778,10300000,Approved
2478,4,Graduate,1,7300000,17200000,216,831,5200000,Approved
2479,5,Graduate,0,7400000,27100000,48,320,9400000,Approved
2480,2,Graduate,0,2700000,9300000,192,656,3600000,Approved
2481,3,Graduate,0,3400000,8900000,72,896,4200000,Approved
2482,3,Not Graduate,1,2100000,7400000,48,320,2200000,Approved
2483,2,Not Graduate,0,3100000,10500000,120,751,1600000,Approved
2484,5,Not Graduate,0,4700000,17400000,24,523,5200000,Approved
2485,5,Graduate,0,3100000,10500000,72,584,2900000,Approved
2486,2,Not Graduate,0,5700000,20400000,24,630,2900000,Approved
2487,3,Graduate,1,2300000,8000000,168,472,1800000,Rejected
2488,0,Not Graduate,1,6600000,18500000,192,802,9700000,Approved
2489,2,Graduate,1,2700000,6400000,216,547,1700000,Rejected
2490,1,Not Graduate,1,800000,2800000,192,726,1200000,Approved
2491,1,Graduate,0,6600000,18500000,96,712,7600000,Approved
2492,3,Graduate,0,3900000,10700000,72,790,2700000,Approved
2493,5,Not Graduate,0,200000,600000,192,396,200000,Rejected
2494,3,Graduate,0,2000000,4200000,72,831,1200000,Approved
2495,2,Graduate,1,9100000,20900000,240,632,13200000,Approved
2496,3,Graduate,0,4700000,10800000,96,527,4800000,Rejected
2497,3,Not Graduate,1,3200000,11100000,72,708,1500000,Approved
2498,2,Not Graduate,0,1700000,4200000,168,829,1600000,Approved
2499,1,Not Graduate,0,2600000,8100000,144,854,2500000,Approved
2500,3,Not Graduate,1,2700000,6700000,168,899,2000000,Approved
2501,0,Not Graduate,1,3600000,13400000,72,589,4000000,Approved
2502,4,Graduate,1,7200000,26000000,72,571,4200000,Approved
2503,2,Not Graduate,1,2500000,6400000,72,708,3500000,Approved
2504,2,Not Graduate,0,5500000,19600000,192,328,3700000,Rejected
2505,3,Graduate,1,9200000,33500000,96,564,11400000,Approved
2506,3,Not Graduate,0,9000000,19000000,96,693,7200000,Approved
2507,4,Not Graduate,1,5900000,15000000,168,626,8200000,Approved
2508,4,Graduate,0,5600000,15600000,144,470,7000000,Rejected
2509,2,Not Graduate,1,3200000,12500000,96,849,4400000,Approved
2510,5,Not Graduate,0,9100000,27800000,192,547,9400000,Rejected
2511,0,Not Graduate,1,4600000,15100000,24,417,6600000,Approved
2512,4,Graduate,0,7300000,14900000,24,358,7300000,Rejected
2513,5,Not Graduate,1,1300000,3100000,192,826,1400000,Approved
2514,0,Not Graduate,0,1800000,4200000,72,836,2000000,Approved
2515,3,Graduate,0,500000,1700000,120,509,300000,Rejected
2516,2,Not Graduate,1,5700000,20500000,240,581,8500000,Approved
2517,4,Graduate,0,300000,1100000,48,359,200000,Approved
2518,5,Graduate,1,2100000,7100000,120,517,1400000,Rejected
2519,1,Not Graduate,1,5700000,20100000,168,442,6500000,Rejected
2520,1,Not Graduate,1,1100000,2700000,192,346,800000,Rejected
2521,5,Graduate,0,9300000,34000000,72,742,8200000,Approved
2522,1,Graduate,1,3500000,8100000,120,626,2900000,Approved
2523,0,Not Graduate,1,8200000,28800000,48,619,6300000,Approved
2524,2,Not Graduate,1,7500000,17900000,240,734,4900000,Approved
2525,1,Graduate,1,7000000,25600000,72,420,8700000,Rejected
2526,5,Not Graduate,1,3900000,8300000,216,600,5600000,Approved
2527,3,Graduate,1,4700000,13200000,144,440,4300000,Rejected
2528,5,Not Graduate,1,1700000,5200000,192,820,1000000,Approved
2529,0,Graduate,0,2500000,7800000,96,437,3300000,Rejected
2530,1,Not Graduate,1,400000,1400000,144,468,400000,Rejected
2531,0,Not Graduate,1,2400000,9100000,96,368,3300000,Rejected
2532,4,Graduate,0,5700000,21900000,24,871,6100000,Approved
2533,1,Graduate,0,9800000,37900000,48,816,8500000,Approved
2534,5,Graduate,0,9000000,32800000,48,773,11500000,Approved
2535,3,Not Graduate,0,800000,3000000,168,576,400000,Approved
2536,1,Graduate,0,1600000,4500000,168,673,1300000,Approved
2537,0,Graduate,1,9800000,34100000,240,760,13600000,Approved
2538,5,Not Graduate,1,2900000,7500000,144,678,3700000,Approved
2539,4,Not Graduate,1,3900000,12000000,168,893,5200000,Approved
2540,0,Graduate,1,3300000,9000000,216,754,4700000,Approved
2541,3,Graduate,1,700000,2200000,96,617,900000,Approved
2542,3,Not Graduate,1,8400000,29500000,240,661,10900000,Approved
2543,1,Graduate,1,4000000,12100000,144,356,5000000,Rejected
2544,0,Not Graduate,1,1900000,6300000,192,811,1900000,Approved
2545,0,Not Graduate,0,3900000,14600000,24,730,5400000,Approved
2546,5,Not Graduate,0,7400000,18000000,24,792,5300000,Approved
2547,5,Not Graduate,1,5900000,16000000,72,798,3100000,Approved
2548,2,Not Graduate,0,1400000,2900000,144,490,1300000,Rejected
2549,2,Graduate,1,1800000,5500000,72,448,1300000,Rejected
2550,0,Graduate,1,1000000,3100000,72,525,1400000,Rejected
2551,1,Graduate,0,7400000,19200000,240,415,7000000,Rejected
2552,5,Graduate,0,2700000,10600000,192,496,2400000,Rejected
2553,1,Not Graduate,1,3600000,13100000,96,543,2700000,Rejected
2554,5,Graduate,0,7000000,18400000,144,520,3800000,Rejected
2555,4,Not Graduate,1,5000000,18000000,168,307,3300000,Rejected
2556,2,Graduate,0,1800000,5700000,168,502,1300000,Rejected
2557,2,Graduate,1,4700000,12000000,72,505,2300000,Rejected
2558,2,Not Graduate,1,6700000,23100000,48,304,10000000,Approved
2559,5,Not Graduate,0,5800000,17500000,120,719,3100000,Approved
2560,0,Graduate,1,5900000,22700000,216,855,4000000,Approved
2561,4,Not Graduate,0,6000000,15800000,216,593,6400000,Approved
2562,1,Not Graduate,1,700000,1400000,120,523,900000,Rejected
2563,0,Not Graduate,1,3700000,13100000,168,385,4900000,Rejected
2564,0,Graduate,1,7100000,19300000,72,783,5000000,Approved
2565,5,Graduate,1,1100000,3900000,24,538,1600000,Approved
2566,3,Not Graduate,1,9500000,20100000,24,506,11000000,Rejected
2567,4,Not Graduate,1,2200000,8600000,24,461,2100000,Approved
2568,4,Not Graduate,1,5500000,20000000,96,666,7900000,Approved
2569,3,Not Graduate,1,4400000,16300000,240,561,4000000,Approved
2570,5,Not Graduate,0,5000000,10800000,120,345,6300000,Rejected
2571,4,Not Graduate,1,6100000,12500000,168,862,6800000,Approved
2572,3,Not Graduate,0,8100000,22300000,120,686,6200000,Approved
2573,4,Graduate,1,7000000,19600000,96,708,4500000,Approved
2574,4,Not Graduate,0,5600000,14800000,240,656,6500000,Approved
2575,4,Graduate,0,1800000,7000000,168,743,1500000,Approved
2576,2,Graduate,0,3600000,12100000,168,408,5400000,Rejected
2577,5,Graduate,0,600000,1300000,168,408,900000,Rejected
2578,1,Graduate,1,4900000,16500000,144,439,7200000,Rejected
2579,3,Graduate,1,3000000,7100000,72,415,2500000,Rejected
2580,0,Not Graduate,1,3800000,10600000,144,490,3100000,Rejected
2581,1,Graduate,1,7600000,30000000,192,884,10800000,Approved
2582,4,Graduate,0,7800000,25400000,216,425,7200000,Rejected
2583,0,Graduate,0,6800000,21700000,240,730,3600000,Approved
2584,4,Graduate,1,5900000,17300000,240,657,4100000,Approved
2585,2,Not Graduate,0,4900000,16800000,120,480,2700000,Rejected
2586,3,Not Graduate,1,1100000,3100000,192,356,1600000,Rejected
2587,1,Not Graduate,1,9800000,36000000,144,629,11200000,Approved
2588,1,Graduate,1,1200000,4700000,24,667,800000,Approved
2589,0,Not Graduate,0,4700000,11500000,216,559,2600000,Approved
2590,4,Graduate,0,6700000,16000000,48,791,5200000,Approved
2591,0,Not Graduate,1,3700000,11300000,72,538,5400000,Rejected
2592,2,Graduate,0,7400000,16000000,240,358,4300000,Rejected
2593,2,Not Graduate,0,3300000,11700000,168,439,1700000,Rejected
2594,2,Graduate,1,4800000,15300000,144,503,4300000,Rejected
2595,4,Graduate,1,4600000,11900000,72,810,5200000,Approved
2596,1,Graduate,1,8000000,30600000,168,302,6800000,Rejected
2597,0,Not Graduate,0,4100000,8800000,216,300,3500000,Rejected
2598,4,Not Graduate,0,2600000,7200000,192,612,1400000,Approved
2599,3,Not Graduate,0,1300000,5000000,72,686,900000,Approved
2600,0,Graduate,1,2300000,4900000,144,409,3200000,Rejected
2601,5,Graduate,0,300000,900000,72,492,400000,Rejected
2602,0,Graduate,1,7000000,21700000,240,498,3900000,Rejected
2603,3,Not Graduate,1,4400000,10900000,216,611,3000000,Approved
2604,5,Not Graduate,1,5100000,11800000,72,776,4400000,Approved
2605,1,Not Graduate,0,5900000,13000000,72,779,6600000,Approved
2606,3,Graduate,1,7800000,27200000,192,560,8600000,Approved
2607,4,Graduate,1,2200000,5100000,72,308,3100000,Rejected
2608,4,Not Graduate,0,5400000,12600000,216,786,6600000,Approved
2609,1,Not Graduate,0,7400000,29100000,96,597,7000000,Approved
2610,4,Graduate,0,5800000,12000000,144,811,3100000,Approved
2611,1,Graduate,1,5800000,13000000,144,862,3900000,Approved
2612,3,Not Graduate,1,4800000,14200000,144,369,3000000,Rejected
2613,1,Not Graduate,1,7400000,23900000,48,687,5600000,Approved
2614,0,Not Graduate,1,9600000,19600000,144,500,10900000,Rejected
2615,2,Not Graduate,1,200000,500000,72,746,0,Approved
2616,4,Not Graduate,0,700000,2100000,168,619,1000000,Approved
2617,2,Not Graduate,0,7600000,16700000,240,692,7400000,Approved
2618,1,Not Graduate,1,1400000,3300000,216,321,700000,Rejected
2619,2,Not Graduate,1,3800000,15000000,168,730,3600000,Approved
2620,3,Not Graduate,0,2700000,10800000,72,480,3500000,Rejected
2621,2,Not Graduate,1,5000000,10700000,24,753,5700000,Approved
2622,4,Graduate,1,9000000,28900000,72,637,4800000,Approved
2623,3,Graduate,0,3700000,9000000,72,483,3600000,Rejected
2624,4,Not Graduate,1,300000,1100000,48,315,100000,Approved
2625,4,Graduate,0,1800000,4100000,96,777,1900000,Approved
2626,2,Graduate,0,7900000,17700000,48,402,8400000,Rejected
2627,4,Graduate,1,2100000,7700000,96,493,1300000,Rejected
2628,0,Graduate,1,900000,3100000,48,355,500000,Approved
2629,3,Graduate,0,9900000,23600000,216,557,9100000,Approved
2630,0,Not Graduate,1,5600000,20000000,240,606,7600000,Approved
2631,1,Not Graduate,1,6000000,12200000,192,743,2900000,Approved
2632,5,Not Graduate,0,5700000,18400000,48,579,4900000,Approved
2633,0,Graduate,1,9000000,33100000,240,734,10300000,Approved
2634,0,Graduate,0,7300000,16100000,24,490,10700000,Rejected
2635,5,Graduate,0,5300000,20500000,192,802,4100000,Approved
2636,1,Not Graduate,1,3500000,7400000,192,867,2100000,Approved
2637,0,Not Graduate,0,1000000,2200000,144,302,1400000,Rejected
2638,0,Not Graduate,0,5100000,19900000,144,867,5700000,Approved
2639,0,Graduate,1,2900000,9900000,96,312,3700000,Rejected
2640,3,Not Graduate,0,7600000,19100000,168,762,7300000,Approved
2641,5,Not Graduate,1,6000000,14700000,216,462,3500000,Rejected
2642,1,Graduate,0,6300000,18200000,216,849,5200000,Approved
2643,3,Not Graduate,0,1900000,7400000,216,592,1800000,Approved
2644,4,Graduate,0,600000,1400000,48,507,400000,Rejected
2645,2,Not Graduate,1,4100000,11400000,168,505,5500000,Rejected
2646,0,Not Graduate,1,800000,3200000,96,467,800000,Rejected
2647,2,Not Graduate,0,6600000,22900000,192,543,8500000,Rejected
2648,4,Graduate,1,300000,1100000,144,674,200000,Approved
2649,3,Graduate,0,6100000,13500000,24,717,3400000,Approved
2650,5,Not Graduate,1,4800000,17000000,120,666,2900000,Approved
2651,4,Not Graduate,0,4500000,17300000,216,830,2500000,Approved
2652,2,Graduate,0,3800000,9400000,192,383,2300000,Rejected
2653,2,Graduate,1,7000000,18900000,96,584,5000000,Approved
2654,2,Not Graduate,0,4400000,14200000,216,799,2400000,Approved
2655,5,Graduate,0,5300000,19400000,72,510,3700000,Rejected
2656,0,Not Graduate,1,2600000,5900000,72,572,3800000,Approved
2657,3,Not Graduate,0,3300000,13100000,24,554,3800000,Approved
2658,1,Not Graduate,1,1200000,4800000,72,344,1300000,Rejected
2659,3,Graduate,0,4300000,8600000,96,881,5500000,Approved
2660,0,Not Graduate,1,8400000,27200000,120,514,7200000,Rejected
2661,0,Graduate,0,600000,1800000,216,796,500000,Approved
2662,2,Graduate,1,4700000,16200000,144,802,6700000,Approved
2663,3,Graduate,0,4200000,12500000,240,375,2400000,Rejected
2664,2,Graduate,0,4300000,14700000,24,871,4400000,Approved
2665,0,Not Graduate,0,800000,2900000,24,439,1200000,Approved
2666,0,Not Graduate,1,9300000,32000000,96,438,12400000,Rejected
2667,5,Not Graduate,0,6200000,13700000,24,468,5500000,Rejected
2668,3,Graduate,1,3500000,10200000,144,645,2400000,Approved
2669,2,Graduate,1,3600000,9200000,216,700,3500000,Approved
2670,5,Graduate,1,9500000,36700000,192,348,11400000,Rejected
2671,5,Graduate,1,600000,1400000,120,877,700000,Approved
2672,0,Not Graduate,1,3800000,14900000,72,899,2800000,Approved
2673,3,Graduate,1,1400000,3500000,144,610,1400000,Approved
2674,1,Not Graduate,0,6300000,23900000,48,742,4300000,Approved
2675,1,Not Graduate,1,2800000,6600000,216,801,3700000,Approved
2676,4,Graduate,1,5400000,17100000,24,533,4700000,Approved
2677,3,Not Graduate,1,6300000,23900000,192,656,5100000,Approved
2678,3,Graduate,1,3900000,14300000,216,785,4900000,Approved
2679,2,Graduate,1,4200000,15700000,24,332,3000000,Approved
2680,0,Graduate,0,3100000,8100000,216,768,2400000,Approved
2681,1,Graduate,0,3400000,8600000,72,640,4400000,Approved
2682,4,Not Graduate,0,1500000,3100000,72,885,1900000,Approved
2683,3,Not Graduate,1,900000,2000000,216,772,800000,Approved
2684,4,Graduate,1,7800000,25600000,48,665,8200000,Approved
2685,1,Not Graduate,1,3500000,10500000,240,454,2100000,Rejected
2686,1,Not Graduate,0,8400000,32500000,168,698,12200000,Approved
2687,4,Not Graduate,1,6400000,21300000,240,332,8000000,Rejected
2688,1,Not Graduate,0,9600000,28300000,72,536,6000000,Rejected
2689,5,Not Graduate,1,2100000,6500000,120,796,2700000,Approved
2690,2,Not Graduate,1,6000000,19900000,96,486,6600000,Rejected
2691,0,Not Graduate,1,8300000,16800000,216,422,11400000,Rejected
2692,1,Not Graduate,1,5300000,18500000,72,501,4300000,Rejected
2693,1,Not Graduate,1,9700000,23500000,48,666,8000000,Approved
2694,3,Not Graduate,1,8200000,16500000,216,371,8200000,Rejected
2695,5,Graduate,0,3400000,6900000,168,312,3800000,Rejected
2696,5,Graduate,0,2800000,11000000,144,753,2400000,Approved
2697,0,Not Graduate,1,2400000,5200000,192,740,2900000,Approved
2698,1,Graduate,0,8200000,24000000,48,366,10400000,Rejected
2699,4,Not Graduate,0,4200000,11100000,96,526,4900000,Rejected
2700,4,Graduate,1,5500000,14800000,120,354,7700000,Rejected
2701,5,Not Graduate,1,2900000,6300000,72,719,1600000,Approved
2702,5,Not Graduate,0,6300000,20100000,144,774,5800000,Approved
2703,5,Not Graduate,1,9700000,29100000,216,732,12400000,Approved
2704,1,Not Graduate,0,6500000,16000000,72,862,9700000,Approved
2705,5,Not Graduate,0,4900000,10800000,216,613,5300000,Approved
2706,5,Graduate,1,6900000,16500000,72,447,6600000,Rejected
2707,4,Not Graduate,1,1100000,3000000,48,730,1100000,Approved
2708,2,Not Graduate,1,7800000,29600000,168,568,7200000,Approved
2709,2,Graduate,1,8200000,23600000,72,495,6100000,Rejected
2710,5,Not Graduate,1,6700000,23600000,168,854,7500000,Approved
2711,3,Graduate,1,7400000,15200000,120,548,4800000,Rejected
2712,1,Not Graduate,0,1200000,2700000,168,779,600000,Approved
2713,0,Not Graduate,0,9500000,24800000,24,564,12000000,Approved
2714,5,Not Graduate,1,4000000,8200000,24,571,4400000,Approved
2715,0,Not Graduate,1,8600000,32600000,96,778,11000000,Approved
2716,4,Graduate,1,9100000,28400000,144,808,9700000,Approved
2717,0,Not Graduate,1,7100000,18600000,240,770,5100000,Approved
2718,0,Not Graduate,0,9000000,28400000,48,612,13200000,Approved
2719,3,Graduate,1,1400000,2700000,168,819,1300000,Approved
2720,1,Graduate,0,8800000,20200000,72,627,11900000,Approved
2721,3,Not Graduate,1,5400000,14700000,48,359,6100000,Rejected
2722,1,Graduate,0,6100000,19100000,72,341,6300000,Rejected
2723,1,Graduate,0,1000000,3600000,48,570,1000000,Approved
2724,3,Graduate,1,7700000,18100000,240,736,10000000,Approved
2725,1,Graduate,1,6100000,12900000,24,302,7200000,Rejected
2726,2,Not Graduate,1,7700000,21000000,144,420,10500000,Rejected
2727,4,Graduate,1,4700000,12000000,24,416,6800000,Rejected
2728,2,Graduate,1,9100000,34800000,240,836,9900000,Approved
2729,0,Graduate,1,5800000,12700000,144,528,7600000,Rejected
2730,4,Not Graduate,0,8500000,24900000,24,405,11400000,Rejected
2731,2,Graduate,1,9900000,33400000,168,783,9500000,Approved
2732,4,Not Graduate,1,2000000,4000000,120,636,1700000,Approved
2733,1,Not Graduate,1,5000000,16800000,72,711,3200000,Approved
2734,1,Graduate,1,3200000,11800000,192,848,2300000,Approved
2735,1,Not Graduate,1,8000000,27800000,96,804,11800000,Approved
2736,0,Not Graduate,1,1200000,2800000,168,892,1700000,Approved
2737,2,Not Graduate,1,5800000,22800000,168,696,4800000,Approved
2738,1,Graduate,0,2500000,7600000,240,888,1900000,Approved
