loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
2077,2,Not Graduate,0,1500000,4200000,16,771,1100000,Approved
2078,1,Not Graduate,1,200000,500000,2,579,100000,Approved
2079,1,Graduate,1,1000000,3700000,14,798,1400000,Approved
2080,3,Not Graduate,1,8800000,25100000,8,473,12400000,Rejected
2081,0,Graduate,1,1000000,3200000,8,304,700000,Rejected
2082,0,Not Graduate,1,8600000,23000000,14,678,12000000,Approved
2083,5,Graduate,1,2400000,8900000,2,745,2100000,Approved
2084,1,Graduate,0,2400000,8900000,8,835,1100000,Approved
2085,5,Not Graduate,1,6000000,12100000,20,848,3600000,Approved
2086,5,Not Graduate,0,7600000,16300000,18,872,5000000,Approved
2087,3,Not Graduate,0,8000000,20100000,10,608,5200000,Approved
2088,0,Graduate,1,5400000,19500000,16,758,6000000,Approved
2089,0,Not Graduate,1,1400000,3700000,4,841,1000000,Approved
2090,0,Not Graduate,1,800000,2600000,2,618,500000,Approved
2091,4,Graduate,1,300000,1100000,4,457,400000,Approved
2092,0,Graduate,0,4100000,14400000,4,844,4200000,Approved
2093,2,Not Graduate,0,1500000,3800000,4,776,1400000,Approved
2094,1,Not Graduate,0,4600000,13900000,8,520,2200000,Rejected
2095,1,Graduate,1,3300000,7500000,12,648,1600000,Approved
2096,4,Not Graduate,1,7900000,31400000,10,654,5000000,Approved
2097,0,Not Graduate,0,8100000,26500000,20,342,5800000,Rejected
2098,5,Not Graduate,0,900000,2800000,16,808,800000,Approved
2099,1,Graduate,1,4900000,15200000,10,429,3300000,Rejected
2100,3,Graduate,1,6100000,18100000,14,538,7500000,Rejected
2101,3,Not Graduate,0,4500000,16400000,6,533,3900000,Rejected
2102,2,Graduate,1,2900000,7300000,8,394,4000000,Rejected
2103,1,Not Graduate,0,7900000,29300000,2,771,4000000,Approved
2104,5,Graduate,1,4100000,10100000,4,792,4900000,Approved
2105,5,Not Graduate,1,7700000,15500000,8,407,4600000,Rejected
2106,0,Not Graduate,0,5600000,19300000,18,544,6400000,Rejected
2107,5,Graduate,0,9000000,18000000,18,509,6100000,Rejected
2108,4,Not Graduate,1,6400000,18400000,16,320,8300000,Rejected
2109,4,Graduate,0,6900000,14700000,2,496,4000000,Rejected
2110,3,Not Graduate,0,9100000,27400000,18,652,6800000,Approved
2111,2,Graduate,1,1100000,3700000,2,806,500000,Approved
2112,4,Not Graduate,0,1700000,4500000,12,821,1500000,Approved
2113,5,Graduate,1,9200000,28800000,20,618,10600000,Approved
2114,2,Not Graduate,1,8300000,20600000,12,729,8400000,Approved
2115,5,Not Graduate,1,5000000,10600000,6,839,3500000,Approved
2116,3,Graduate,0,2200000,6400000,2,318,1500000,Rejected
2117,2,Graduate,0,4500000,9600000,16,404,2700000,Rejected
2118,5,Not Graduate,1,4100000,9000000,6,581,3400000,Approved
2119,1,Not Graduate,0,2800000,6800000,18,596,1500000,Approved
2120,1,Not Graduate,0,6600000,20700000,4,415,3900000,Approved
2121,3,Not Graduate,1,3200000,7200000,6,728,4600000,Approved
2122,0,Not Graduate,0,6300000,13300000,2,666,4900000,Approved
2123,2,Graduate,0,4700000,17700000,14,675,6500000,Approved
2124,0,Graduate,0,4100000,15400000,16,304,3100000,Rejected
2125,5,Graduate,1,7100000,15500000,4,474,9400000,Rejected
2126,4,Graduate,1,4900000,10200000,18,370,6600000,Rejected
2127,4,Graduate,0,5600000,20300000,20,596,7900000,Approved
2128,4,Graduate,0,3400000,8300000,2,567,2700000,Approved
2129,3,Not Graduate,0,4500000,16100000,16,671,5800000,Approved
2130,2,Graduate,0,300000,800000,18,819,400000,Approved
2131,5,Not Graduate,1,7600000,23000000,10,829,7300000,Approved
2132,5,Graduate,0,500000,1200000,12,454,300000,Rejected
2133,0,Graduate,1,5900000,15200000,16,399,6500000,Rejected
2134,0,Graduate,0,7100000,20700000,10,784,8600000,Approved
2135,2,Not Graduate,1,8500000,26900000,6,538,4600000,Rejected
2136,0,Graduate,1,6400000,16900000,16,759,3100000,Approved
2137,2,Graduate,0,7100000,21400000,12,699,4800000,Approved
2138,5,Not Graduate,0,1800000,5400000,14,347,1700000,Rejected
2139,3,Not Graduate,1,6600000,25200000,20,598,8600000,Approved
2140,4,Graduate,1,8800000,27100000,2,406,5800000,Approved
2141,2,Not Graduate,0,4800000,15800000,20,860,5100000,Approved
2142,5,Graduate,1,4400000,16500000,10,806,2800000,Approved
2143,0,Not Graduate,0,2000000,6900000,2,448,1600000,Approved
2144,2,Graduate,0,6800000,22600000,20,393,8200000,Rejected
2145,5,Not Graduate,1,6600000,16000000,12,811,5000000,Approved
2146,2,Graduate,0,3300000,7900000,20,829,2600000,Approved
2147,3,Not Graduate,0,7400000,23400000,16,700,8900000,Approved
2148,0,Not Graduate,1,4500000,12400000,18,719,3100000,Approved
2149,1,Not Graduate,1,9500000,30500000,12,430,10500000,Rejected
2150,1,Graduate,0,800000,3000000,4,338,400000,Approved
2151,2,Graduate,0,4000000,13000000,4,695,4300000,Approved
2152,2,Not Graduate,0,7000000,25700000,18,374,4500000,Rejected
2153,3,Graduate,0,3500000,8500000,18,609,2500000,Approved
2154,3,Graduate,1,9700000,36000000,6,631,7500000,Approved
2155,0,Not Graduate,0,3400000,10800000,6,439,1900000,Rejected
2156,1,Graduate,1,4600000,13500000,20,837,2500000,Approved
2157,4,Graduate,0,3800000,10400000,10,833,4200000,Approved
2158,4,Not Graduate,1,4200000,9600000,20,863,3400000,Approved
2159,2,Graduate,0,2500000,8700000,4,684,2600000,Approved
2160,0,Not Graduate,1,7000000,24600000,6,542,4700000,Rejected
2161,1,Not Graduate,0,5300000,11500000,8,753,3000000,Approved
2162,0,Not Graduate,0,6400000,14200000,2,512,3500000,Rejected
2163,3,Not Graduate,0,3400000,8100000,12,385,4000000,Rejected
2164,4,Not Graduate,0,6700000,18800000,2,749,8600000,Approved
2165,1,Not Graduate,1,4600000,10100000,4,618,4300000,Approved
2166,4,Graduate,1,900000,2500000,4,583,1100000,Approved
2167,0,Graduate,0,5100000,19900000,18,655,7100000,Approved
2168,0,Not Graduate,1,7000000,20900000,20,380,6200000,Rejected
2169,3,Graduate,1,4100000,14700000,6,679,5600000,Approved
2170,2,Graduate,0,4600000,14800000,6,410,5800000,Rejected
2171,2,Graduate,1,3600000,11500000,8,590,3000000,Approved
2172,5,Graduate,0,5900000,13800000,14,397,3000000,Rejected
2173,2,Graduate,0,600000,2100000,16,425,300000,Rejected
2174,0,Graduate,0,4900000,16400000,2,383,5800000,Approved
2175,5,Graduate,1,6400000,23900000,6,406,4300000,Rejected
2176,2,Graduate,0,7000000,19800000,10,563,8000000,Approved
2177,3,Graduate,1,6700000,13400000,14,782,9600000,Approved
2178,1,Not Graduate,1,800000,2200000,4,852,1000000,Approved
2179,5,Not Graduate,0,7600000,27800000,2,753,8000000,Approved
2180,5,Graduate,1,3200000,7600000,4,489,1900000,Rejected
2181,2,Not Graduate,1,4900000,13800000,2,586,7000000,Approved
2182,3,Not Graduate,0,7200000,20800000,16,560,3600000,Approved
2183,3,Graduate,0,5600000,20600000,6,487,4100000,Rejected
2184,4,Graduate,1,7300000,18300000,8,434,6700000,Rejected
2185,4,Not Graduate,0,3300000,7000000,20,504,2500000,Rejected
2186,2,Graduate,1,9200000,25300000,4,827,11000000,Approved
2187,3,Not Graduate,1,8100000,23300000,20,657,6200000,Approved
2188,5,Graduate,0,6600000,21400000,10,447,6400000,Rejected
2189,0,Graduate,1,4200000,13600000,4,834,3100000,Approved
2190,2,Graduate,0,5800000,21700000,8,354,6800000,Rejected
2191,2,Graduate,1,5600000,21000000,18,883,6000000,Approved
2192,0,Not Graduate,1,3600000,9900000,12,641,2700000,Approved
2193,1,Graduate,1,7700000,16900000,6,621,10200000,Approved
2194,0,Graduate,1,7800000,23300000,10,587,9700000,Approved
2195,3,Not Graduate,0,5700000,15400000,16,424,5600000,Rejected
2196,5,Graduate,0,6300000,20500000,14,515,9100000,Rejected
2197,5,Not Graduate,1,2300000,4700000,18,592,2800000,Approved
2198,4,Graduate,1,9600000,19900000,6,319,6600000,Rejected
2199,1,Not Graduate,1,1000000,3900000,16,360,600000,Rejected
2200,5,Graduate,1,7200000,27100000,12,535,4800000,Rejected
2201,2,Not Graduate,1,3800000,11400000,16,666,3800000,Approved
2202,4,Not Graduate,1,9300000,24600000,16,419,5100000,Rejected
2203,2,Not Graduate,1,7200000,21900000,12,640,3800000,Approved
2204,0,Graduate,0,7600000,19700000,12,545,7300000,Rejected
2205,4,Graduate,0,4500000,15300000,10,843,2200000,Approved
2206,1,Not Graduate,1,9900000,30900000,20,559,12100000,Approved
2207,0,Not Graduate,1,700000,2000000,18,650,500000,Approved
2208,0,Graduate,0,3500000,12300000,16,479,4700000,Rejected
2209,1,Graduate,1,300000,1000000,14,324,100000,Rejected
2210,5,Not Graduate,1,5400000,16700000,2,354,5200000,Approved
2211,4,Not Graduate,1,2800000,8400000,10,521,3700000,Rejected
2212,5,Not Graduate,1,4900000,15900000,8,505,6100000,Rejected
2213,4,Not Graduate,0,600000,1700000,12,436,700000,Rejected
2214,0,Graduate,0,3000000,8100000,6,683,3200000,Approved
2215,0,Graduate,0,1800000,5800000,18,348,1000000,Rejected
2216,4,Graduate,1,5100000,15700000,6,867,3600000,Approved
2217,5,Graduate,0,1400000,4100000,14,880,2100000,Approved
2218,2,Graduate,1,6700000,25500000,10,673,5000000,Approved
2219,3,Not Graduate,0,4300000,12600000,18,482,6100000,Rejected
2220,3,Graduate,1,7800000,19600000,4,767,7700000,Approved
2221,3,Not Graduate,0,5400000,15800000,18,760,7200000,Approved
2222,0,Not Graduate,0,500000,1900000,2,857,300000,Approved
2223,1,Graduate,0,8600000,26700000,10,735,11200000,Approved
2224,3,Graduate,0,2500000,9300000,4,810,3700000,Approved
2225,4,Not Graduate,0,3000000,7200000,2,680,1700000,Approved
2226,5,Not Graduate,1,7000000,26900000,4,889,7400000,Approved
2227,1,Not Graduate,1,400000,1500000,16,688,200000,Approved
2228,5,Not Graduate,0,5200000,13700000,16,531,2900000,Rejected
2229,3,Graduate,0,3300000,11100000,2,660,4500000,Approved
2230,1,Not Graduate,1,2400000,8800000,18,414,2500000,Rejected
2231,4,Graduate,1,5800000,15800000,14,528,8700000,Rejected
2232,4,Not Graduate,1,9400000,20000000,12,817,8000000,Approved
2233,2,Not Graduate,0,6100000,15300000,2,799,5300000,Approved
2234,1,Graduate,1,7500000,21400000,20,655,8100000,Approved
2235,2,Not Graduate,0,4100000,16200000,6,546,3700000,Rejected
2236,3,Not Graduate,0,8500000,30800000,14,745,7200000,Approved
2237,0,Graduate,0,4300000,16900000,8,884,3700000,Approved
2238,5,Not Graduate,0,9300000,22000000,4,822,12100000,Approved
2239,4,Not Graduate,0,6000000,18700000,2,623,5700000,Approved
2240,1,Not Graduate,1,5300000,18900000,16,361,5500000,Rejected
2241,5,Not Graduate,1,7400000,16200000,2,778,9200000,Approved
2242,1,Not Graduate,1,1100000,3800000,8,779,1600000,Approved
2243,1,Graduate,1,6600000,20700000,4,594,8900000,Approved
2244,3,Graduate,0,8200000,28300000,2,530,12100000,Approved
2245,3,Not Graduate,0,3300000,9300000,12,324,2000000,Rejected
2246,4,Graduate,1,2500000,9000000,10,394,3000000,Rejected
2247,3,Graduate,1,3300000,10400000,12,816,4900000,Approved
2248,5,Not Graduate,0,1000000,2300000,16,423,1400000,Rejected
2249,5,Graduate,1,6200000,12800000,2,539,4800000,Rejected
2250,1,Graduate,0,7000000,21000000,20,554,5600000,Approved
2251,2,Graduate,1,7000000,19000000,6,523,9500000,Rejected
2252,1,Not Graduate,1,5300000,12000000,10,852,5000000,Approved
2253,0,Not Graduate,1,1800000,3700000,2,505,1400000,Rejected
2254,0,Graduate,1,2300000,7900000,10,430,1900000,Rejected
2255,2,Graduate,0,4000000,9200000,16,784,4900000,Approved
2256,1,Not Graduate,0,8900000,24000000,6,380,7500000,Rejected
2257,3,Graduate,0,8000000,18600000,20,565,9400000,Approved
2258,4,Graduate,1,7900000,26900000,14,446,8200000,Rejected
2259,5,Graduate,1,6700000,20200000,8,406,7100000,Rejected
2260,4,Not Graduate,0,2400000,6000000,6,712,1200000,Approved
2261,4,Not Graduate,0,8600000,22600000,14,729,11900000,Approved
2262,1,Not Graduate,1,5300000,14600000,20,508,4600000,Rejected
2263,0,Graduate,0,7400000,24900000,20,648,6200000,Approved
2264,0,Not Graduate,1,8700000,18700000,10,346,8200000,Rejected
2265,5,Graduate,0,8200000,18500000,4,394,11100000,Rejected
2266,0,Not Graduate,1,3700000,9700000,12,501,4600000,Rejected
2267,5,Not Graduate,1,9200000,36300000,2,655,8700000,Approved
2268,4,Not Graduate,0,6100000,20900000,4,662,4100000,Approved
2269,2,Graduate,1,8800000,30800000,20,820,12700000,Approved
2270,5,Not Graduate,0,9200000,18900000,10,521,6900000,Rejected
2271,3,Graduate,0,7200000,27900000,12,473,8700000,Rejected
2272,1,Graduate,0,600000,1200000,10,561,600000,Approved
2273,5,Graduate,0,8000000,23100000,20,461,7200000,Rejected
2274,4,Graduate,1,6900000,13800000,16,715,8200000,Approved
2275,0,Not Graduate,1,4300000,15600000,18,440,4700000,Rejected
2276,3,Not Graduate,1,8500000,24900000,18,749,10100000,Approved
2277,4,Not Graduate,0,8600000,17400000,2,787,10600000,Approved
2278,3,Graduate,0,6300000,13900000,18,748,8600000,Approved
2279,3,Not Graduate,1,5800000,13600000,12,321,3400000,Rejected
2280,3,Graduate,1,1000000,2300000,10,303,1000000,Rejected
2281,0,Not Graduate,1,1700000,5400000,8,682,2100000,Approved
2282,2,Not Graduate,0,3200000,8600000,18,638,3500000,Approved
2283,0,Graduate,1,7500000,16600000,14,440,10300000,Rejected
2284,1,Not Graduate,1,2000000,6600000,10,873,2400000,Approved
2285,3,Not Graduate,0,9100000,19700000,20,437,12900000,Rejected
2286,4,Graduate,1,8400000,19700000,8,796,7700000,Approved
2287,4,Graduate,0,7100000,27200000,16,824,3900000,Approved
2288,2,Not Graduate,0,200000,800000,6,338,100000,Rejected
2289,0,Not Graduate,1,5000000,14900000,12,575,6600000,Approved
2290,0,Not Graduate,1,4500000,16900000,8,773,6000000,Approved
2291,2,Not Graduate,1,5100000,19700000,2,733,6200000,Approved
2292,3,Graduate,1,4100000,10600000,14,475,4500000,Rejected
2293,1,Not Graduate,0,7200000,15000000,10,677,4100000,Approved
2294,3,Not Graduate,0,7800000,17700000,6,403,10000000,Rejected
2295,3,Graduate,1,7500000,25300000,12,767,9600000,Approved
2296,3,Graduate,1,6400000,21000000,2,813,4400000,Approved
2297,4,Graduate,0,7000000,25700000,20,597,10100000,Approved
2298,4,Not Graduate,1,9000000,31100000,8,896,13100000,Approved
2299,2,Not Graduate,1,4400000,13900000,6,810,5200000,Approved
2300,2,Not Graduate,0,900000,2000000,14,337,600000,Rejected
2301,1,Graduate,0,9800000,26900000,18,792,11900000,Approved
2302,4,Not Graduate,0,600000,1600000,6,784,500000,Approved
2303,5,Graduate,1,9700000,30100000,12,434,6900000,Rejected
2304,2,Graduate,1,8400000,32600000,10,384,7000000,Rejected
2305,1,Graduate,0,8300000,24900000,10,642,5800000,Approved
2306,4,Graduate,0,7900000,29900000,8,314,8100000,Rejected
2307,1,Not Graduate,0,8600000,25900000,2,606,12200000,Approved
2308,5,Not Graduate,1,6700000,17600000,14,843,5600000,Approved
2309,0,Graduate,0,2700000,7400000,10,778,2800000,Approved
2310,0,Not Graduate,0,6600000,25600000,8,718,9000000,Approved
2311,1,Graduate,1,7100000,20800000,20,437,8800000,Rejected
2312,5,Graduate,1,300000,700000,10,586,100000,Approved
2313,2,Graduate,0,2200000,7000000,6,777,3300000,Approved
2314,1,Graduate,1,8700000,31700000,12,525,6100000,Rejected
2315,4,Graduate,0,7200000,23100000,12,632,4400000,Approved
2316,0,Not Graduate,0,2000000,4800000,20,337,1700000,Rejected
2317,4,Graduate,1,8600000,27900000,8,458,11700000,Rejected
2318,2,Graduate,1,2300000,5400000,8,364,2000000,Rejected
2319,2,Not Graduate,1,9600000,29800000,16,499,7400000,Rejected
2320,2,Graduate,1,1900000,6500000,16,887,1700000,Approved
2321,1,Graduate,0,2100000,6300000,16,882,2900000,Approved
2322,1,Not Graduate,1,3900000,8700000,8,817,2100000,Approved
2323,5,Not Graduate,1,200000,300000,10,704,200000,Approved
2324,1,Not Graduate,1,1900000,4500000,12,742,1200000,Approved
2325,0,Not Graduate,1,3200000,11600000,4,393,3100000,Approved
2326,0,Not Graduate,0,1100000,4300000,18,828,900000,Approved
2327,5,Graduate,1,8000000,21500000,12,779,10400000,Approved
2328,4,Graduate,1,6100000,21700000,6,860,5600000,Approved
2329,5,Graduate,0,3200000,10600000,2,432,3700000,Approved
2330,4,Graduate,1,9000000,30400000,20,532,13100000,Rejected
2331,0,Not Graduate,1,1200000,3200000,2,678,900000,Approved
2332,3,Graduate,0,7900000,27000000,6,601,11500000,Approved
2333,3,Graduate,1,7700000,23100000,8,807,7000000,Approved
2334,2,Not Graduate,0,4400000,16500000,16,879,5400000,Approved
2335,1,Not Graduate,0,3100000,11200000,18,665,2500000,Approved
2336,5,Not Graduate,1,2600000,9300000,16,697,3700000,Approved
2337,4,Graduate,0,5500000,21700000,14,867,3100000,Approved
2338,1,Graduate,0,5700000,15500000,8,544,7000000,Rejected
2339,5,Graduate,0,6100000,20700000,20,482,5900000,Rejected
2340,2,Graduate,0,8200000,22500000,18,857,8400000,Approved
2341,1,Graduate,0,6000000,21200000,12,549,6200000,Rejected
2342,1,Graduate,1,8000000,30600000,10,720,9700000,Approved
2343,4,Not Graduate,0,2000000,4800000,8,302,2600000,Rejected
2344,5,Graduate,1,1300000,2900000,12,669,1800000,Approved
2345,1,Graduate,0,7000000,27100000,6,591,4900000,Approved
2346,3,Graduate,0,4100000,15300000,6,440,2000000,Rejected
2347,3,Graduate,0,8000000,26200000,16,890,4000000,Approved
2348,4,Not Graduate,0,8100000,28000000,8,663,5500000,Approved
2349,4,Graduate,1,9500000,22600000,14,433,13400000,Rejected
2350,0,Graduate,0,9200000,22500000,10,317,10700000,Rejected
2351,2,Graduate,0,3900000,14700000,16,360,2900000,Rejected
2352,1,Graduate,0,9100000,26200000,8,727,8900000,Approved
2353,3,Graduate,1,3000000,8300000,4,685,3800000,Approved
2354,4,Graduate,0,2000000,4300000,8,373,2200000,Rejected
2355,5,Graduate,0,6300000,14600000,8,469,3800000,Rejected
2356,3,Not Graduate,1,4100000,10900000,8,548,4300000,Rejected
2357,0,Not Graduate,0,9800000,29400000,20,618,8300000,Approved
2358,2,Graduate,0,5200000,15400000,8,658,3200000,Approved
2359,3,Graduate,0,7600000,28700000,18,781,8000000,Approved
2360,3,Not Graduate,0,9200000,35500000,2,715,11700000,Approved
2361,5,Not Graduate,0,2200000,8100000,4,409,2400000,Rejected
2362,2,Not Graduate,1,8300000,20600000,10,504,6700000,Rejected
2363,3,Graduate,1,6100000,21600000,16,428,7200000,Rejected
2364,2,Graduate,0,4500000,16600000,20,704,2400000,Approved
2365,3,Not Graduate,0,6600000,18800000,12,834,4800000,Approved
2366,4,Not Graduate,0,8900000,34900000,14,694,9100000,Approved
2367,4,Graduate,1,3900000,13300000,20,453,4700000,Rejected
2368,3,Graduate,1,8900000,35400000,14,404,5900000,Rejected
2369,5,Not Graduate,0,6400000,22300000,12,776,5800000,Approved
2370,1,Not Graduate,1,9500000,28700000,16,526,6600000,Rejected
2371,3,Graduate,1,300000,1000000,8,641,200000,Approved
2372,5,Not Graduate,0,4100000,12300000,6,582,3500000,Approved
2373,2,Graduate,0,8100000,20800000,18,778,10600000,Approved
2374,4,Graduate,0,9900000,28400000,10,763,5800000,Approved
2375,0,Not Graduate,0,4800000,19000000,12,650,4800000,Approved
2376,0,Graduate,1,2900000,9700000,2,820,3900000,Approved
2377,1,Not Graduate,1,3500000,13500000,12,824,4100000,Approved
2378,1,Not Graduate,1,4900000,12600000,4,718,3800000,Approved
2379,2,Not Graduate,1,5100000,13300000,14,313,3900000,Rejected
2380,5,Graduate,0,7300000,26200000,10,751,10400000,Approved
2381,0,Graduate,1,200000,300000,18,520,100000,Rejected
2382,2,Graduate,0,1400000,4700000,4,355,1400000,Approved
2383,3,Graduate,1,8700000,33600000,14,314,6200000,Rejected
2384,1,Not Graduate,1,2800000,5900000,20,728,1400000,Approved
2385,3,Graduate,1,9100000,30100000,14,564,8200000,Approved
2386,0,Not Graduate,1,6800000,15300000,14,699,8300000,Approved
2387,0,Not Graduate,1,5000000,17000000,6,624,5900000,Approved
2388,0,Graduate,1,4400000,16800000,14,795,3400000,Approved
2389,5,Not Graduate,1,8400000,18600000,20,703,9500000,Approved
2390,4,Graduate,0,7800000,17300000,4,394,7200000,Rejected
2391,4,Graduate,1,4800000,9900000,14,779,2900000,Approved
2392,1,Graduate,0,3200000,8800000,4,405,3400000,Rejected
2393,5,Graduate,1,2300000,6700000,16,612,2000000,Approved
2394,5,Not Graduate,1,9200000,28100000,10,448,10700000,Rejected
2395,2,Not Graduate,1,4700000,13700000,6,506,3500000,Rejected
2396,0,Not Graduate,1,8000000,30400000,2,776,7800000,Approved
2397,1,Graduate,1,2600000,8600000,6,730,3100000,Approved
2398,3,Not Graduate,0,200000,800000,20,730,300000,Approved
2399,5,Graduate,0,7300000,17200000,2,345,4900000,Rejected
2400,4,Not Graduate,0,3300000,11800000,2,847,3000000,Approved
2401,4,Not Graduate,0,8300000,23300000,20,398,9900000,Rejected
2402,5,Not Graduate,1,4100000,9600000,2,307,3100000,Rejected
2403,1,Not Graduate,0,7300000,23700000,16,852,8500000,Approved
2404,1,Not Graduate,0,9300000,27500000,6,364,10800000,Rejected
2405,2,Graduate,1,4300000,15200000,12,552,4800000,Approved
2406,3,Not Graduate,0,2600000,8100000,2,421,2500000,Approved
2407,5,Graduate,0,2900000,9800000,12,588,2900000,Approved
2408,2,Graduate,1,900000,3500000,6,763,600000,Approved
2409,3,Not Graduate,1,4900000,17500000,20,823,4800000,Approved
2410,0,Graduate,0,7700000,24800000,10,642,4500000,Approved
2411,1,Graduate,0,4700000,16800000,12,647,3400000,Approved
2412,5,Not Graduate,0,3000000,8900000,20,886,2800000,Approved
2413,4,Not Graduate,0,9700000,26200000,4,518,14000000,Rejected
2414,0,Graduate,1,6900000,26800000,20,515,8300000,Rejected
2415,2,Not Graduate,1,3800000,12400000,8,340,2600000,Rejected
2416,3,Not Graduate,1,600000,1700000,14,521,600000,Rejected
2417,2,Not Graduate,1,1200000,2900000,12,330,600000,Rejected
2418,4,Not Graduate,1,7800000,26800000,2,474,5600000,Approved
2419,0,Not Graduate,0,9000000,35100000,6,898,9100000,Approved
2420,1,Not Graduate,0,2800000,9100000,12,436,3600000,Rejected
2421,1,Not Graduate,0,7800000,21300000,10,326,4500000,Rejected
2422,4,Graduate,1,4700000,9500000,18,876,4100000,Approved
2423,2,Graduate,0,4600000,17500000,20,597,4100000,Approved
2424,4,Graduate,0,5100000,16100000,14,436,6700000,Rejected
2425,3,Not Graduate,1,6100000,22800000,18,640,6000000,Approved
2426,0,Not Graduate,0,6000000,22900000,16,302,7100000,Rejected
2427,2,Not Graduate,0,8400000,23200000,16,476,8600000,Rejected
2428,2,Graduate,0,9300000,22000000,14,393,13900000,Rejected
2429,0,Graduate,0,4200000,10300000,10,506,6000000,Rejected
2430,3,Graduate,0,9600000,37800000,10,418,11300000,Rejected
2431,3,Graduate,0,5600000,13400000,6,865,6000000,Approved
2432,4,Graduate,0,7800000,28600000,2,703,10500000,Approved
2433,2,Graduate,1,4500000,12600000,2,568,2900000,Approved
2434,3,Graduate,0,2400000,5900000,2,425,2500000,Rejected
2435,0,Not Graduate,0,3900000,11300000,12,305,2100000,Rejected
2436,5,Graduate,1,9600000,20600000,6,456,11600000,Rejected
2437,4,Not Graduate,0,900000,2600000,2,602,1000000,Approved
2438,3,Graduate,1,1100000,3800000,20,814,1100000,Approved
2439,4,Not Graduate,0,6400000,24900000,2,640,6300000,Approved
2440,2,Graduate,0,4600000,15000000,4,817,6600000,Approved
2441,4,Graduate,0,7600000,29800000,20,361,5900000,Rejected
2442,5,Not Graduate,0,6800000,20100000,14,839,7500000,Approved
2443,5,Graduate,0,7100000,27000000,20,592,7600000,Approved
2444,4,Not Graduate,1,6700000,24700000,6,498,8400000,Rejected
2445,5,Not Graduate,1,5800000,12400000,6,847,7600000,Approved
2446,0,Graduate,1,8600000,29400000,16,643,12300000,Approved
2447,0,Graduate,1,3500000,10600000,4,389,2500000,Approved
2448,2,Graduate,1,4800000,17500000,20,381,7000000,Rejected
2449,5,Graduate,1,6100000,14400000,16,400,5600000,Rejected
2450,5,Graduate,1,5200000,12700000,16,718,7200000,Approved
2451,5,Not Graduate,1,4100000,12400000,8,309,3300000,Rejected
2452,5,Not Graduate,0,3200000,7400000,2,838,3600000,Approved
2453,3,Not Graduate,1,7500000,21600000,14,678,11200000,Approved
2454,2,Not Graduate,1,1500000,4500000,14,826,1600000,Approved
2455,4,Graduate,1,1200000,3100000,16,348,1700000,Rejected
2456,1,Graduate,1,8400000,19700000,6,476,12100000,Rejected
2457,0,Not Graduate,1,7900000,26300000,8,666,11800000,Approved
2458,1,Graduate,1,2100000,4300000,20,896,2300000,Approved
2459,2,Graduate,0,2500000,7000000,20,547,2300000,Rejected
2460,2,Not Graduate,1,3700000,13900000,2,405,5500000,Approved
2461,5,Graduate,0,1100000,4000000,16,498,700000,Rejected
2462,5,Graduate,0,6500000,24800000,8,779,8800000,Approved
2463,0,Not Graduate,1,8200000,31500000,8,403,6100000,Rejected
2464,2,Not Graduate,0,5000000,12400000,8,709,4200000,Approved
2465,1,Not Graduate,0,1500000,6000000,6,507,1900000,Rejected
2466,5,Not Graduate,0,3700000,9100000,18,368,3300000,Rejected
2467,3,Graduate,1,4100000,14600000,16,760,3000000,Approved
2468,2,Not Graduate,0,7200000,16800000,6,796,9800000,Approved
2469,1,Graduate,0,2000000,5000000,6,876,1500000,Approved
2470,3,Not Graduate,0,2000000,4700000,14,673,1500000,Approved
2471,1,Graduate,1,5100000,11500000,4,747,7000000,Approved
2472,1,Not Graduate,0,6000000,13600000,12,589,7100000,Approved
2473,1,Graduate,0,4900000,18100000,8,382,2400000,Rejected
2474,3,Not Graduate,1,900000,2300000,12,900,1100000,Approved
2475,1,Graduate,1,7500000,25000000,18,628,4700000,Approved
2476,2,Graduate,0,6400000,25000000,12,667,5400000,Approved
2477,2,Graduate,1,8700000,26400000,2,778,10300000,Approved
2478,4,Graduate,1,7300000,17200000,18,831,5200000,Approved
2479,5,Graduate,0,7400000,27100000,4,320,9400000,Approved
2480,2,Graduate,0,2700000,9300000,16,656,3600000,Approved
2481,3,Graduate,0,3400000,8900000,6,896,4200000,Approved
2482,3,Not Graduate,1,2100000,7400000,4,320,2200000,Approved
2483,2,Not Graduate,0,3100000,10500000,10,751,1600000,Approved
2484,5,Not Graduate,0,4700000,17400000,2,523,5200000,Approved
2485,5,Graduate,0,3100000,10500000,6,584,2900000,Approved
2486,2,Not Graduate,0,5700000,20400000,2,630,2900000,Approved
2487,3,Graduate,1,2300000,8000000,14,472,1800000,Rejected
2488,0,Not Graduate,1,6600000,18500000,16,802,9700000,Approved
2489,2,Graduate,1,2700000,6400000,18,547,1700000,Rejected
2490,1,Not Graduate,1,800000,2800000,16,726,1200000,Approved
2491,1,Graduate,0,6600000,18500000,8,712,7600000,Approved
2492,3,Graduate,0,3900000,10700000,6,790,2700000,Approved
2493,5,Not Graduate,0,200000,600000,16,396,200000,Rejected
2494,3,Graduate,0,2000000,4200000,6,831,1200000,Approved
2495,2,Graduate,1,9100000,20900000,20,632,13200000,Approved
2496,3,Graduate,0,4700000,10800000,8,527,4800000,Rejected
